sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1116493,785,12,0,0,0,0,0,1,1,1,0,No,0,0.56,0.72,0,No,No,Yes,Yes,No,No
1116494,118,8,123,221,449,635,56,221,431,762,56,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1116495,25,2,0,0,0,0,0,0,0,0,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1116496,20,12,0,0,0,0,0,0,1,1,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1116497,17,2,0,0,0,0,0,1,3,9,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1116498,22,4,0,0,0,0,0,0,4,8,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1116499,20,9,0,0,0,0,0,0,1,3,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1116500,6,2,0,0,0,0,0,0,0,0,1,No,0,0,0,0,Yes,No,No,Yes,No,No
1116501,4,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1116502,5,2,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,Yes,No,No,Yes,No,No
1116503,48,26,1,0,50,50,5,16,39,56,9,No,0,0.94,0.68,0,No,No,Yes,Yes,No,No
1116504,0,8,0,19,19,19,0,0,0,0,2,No,0,0.84,0.88,0,Yes,No,No,Yes,No,No
1116505,944,2,0,1100,1900,2900,304,721,1074,1103,358,No,0,0.98,0.93,0,Yes,No,No,Yes,No,No
1116506,9,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.87,0,No,No,No,Yes,No,No
1116507,1,12,0,10,10,10,0,0,11,16,3,No,0,0.21,0.27,0,No,No,No,Yes,No,No
1116508,56,12,0,0,0,0,0,0,0,0,0,No,0,0.93,0.88,0,No,No,No,Yes,No,No
1116509,5,12,0,5,5,5,0,0,0,0,1,No,0,0.63,0.63,0,Yes,No,No,Yes,No,No
1116510,5864,8,0,0,0,0,0,0,0,0,2,No,0,0.94,0.93,0,No,No,No,Yes,No,No
1116511,324,8,0,0,0,0,0,0,0,0,16,No,0,0.97,0.75,0,No,No,No,Yes,No,No
1116512,11,2,0,0,0,0,0,0,0,0,0,No,0,0,0.17,0,Yes,No,No,Yes,No,No
1116513,0,9,0,17,17,17,0,0,0,2,1,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1116514,222,2,0,0,0,0,0,0,0,1,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1116515,10,4,0,0,0,0,1,1,1,1,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1116516,41,4,30,84,154,216,18,55,122,177,16,No,0,0.93,0.97,0,No,No,No,Yes,No,No
1116517,9,8,0,0,0,0,1,3,4,8,2,No,0,0.95,0.96,0,Yes,No,No,Yes,No,No
1116518,60,8,0,27,54,81,10,28,57,79,18,No,0,0.96,0.94,0,No,No,No,Yes,No,No
1116519,530,8,0,0,0,0,0,0,5,9,0,No,0,0.99,0.93,0,No,No,No,Yes,No,No
1116520,5,2,0,0,0,0,0,0,0,0,1,No,0,0.8,0.66,0,Yes,No,No,Yes,No,No
1116521,995,2,0,0,0,0,0,0,0,0,0,No,0,0.64,0.8,0,No,No,No,Yes,No,No
1116522,130,8,0,0,0,0,0,1,2,2,1,No,0,0.96,0.96,0,No,No,No,Yes,No,No
1116523,9,8,4,23,41,53,6,21,37,63,0,No,0,0.48,0.53,0,No,No,No,Yes,No,No
1116524,29,4,0,0,0,0,0,0,0,0,0,No,0,0.77,0.8,0,Yes,No,No,Yes,No,No
1116525,1,12,0,8,8,8,1,4,6,15,0,No,0,0.82,0.79,0,No,No,Yes,Yes,No,No
1116526,14,8,0,0,0,0,0,3,4,5,2,No,0,0.91,0.96,0,No,No,No,Yes,No,No
1116527,1010,8,0,2000,3000,3000,0,0,0,0,0,No,0,0.47,0.62,0,No,No,No,Yes,No,No
1116528,114,8,36,84,192,276,31,121,246,407,46,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1116529,129,8,1,0,64,128,5,37,169,211,30,No,0,0.02,0.03,0,No,No,No,Yes,No,No
1116530,0,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1116531,6,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1116532,5,8,4,0,3,3,2,4,10,11,3,No,0,1,0.75,0,No,No,No,Yes,No,No
1116533,200,8,1,0,0,0,5,23,55,82,16,No,0,0.97,0.95,0,No,No,No,Yes,No,No
1116534,0,8,0,6,10,14,0,0,0,0,0,No,0,0.96,0.94,0,No,No,No,Yes,No,Yes
1116535,56,6,1,22,22,66,8,24,62,87,11,No,0,0.79,0.66,0,No,No,No,Yes,No,No
1116536,552,2,53,312,954,1478,192,550,1019,1650,173,No,0,0.81,0.9,0,No,No,No,Yes,No,No
1116537,19,9,0,11,36,56,4,16,33,58,0,No,0,1,0.95,0,No,No,No,Yes,No,No
1116538,0,2,0,0,0,0,0,0,0,0,0,No,0,0.98,0.96,0,No,No,Yes,Yes,No,No
1116539,941,9,0,0,0,140,205,209,934,1075,0,No,0,0.85,0.83,0,No,No,No,Yes,No,No
1116540,38,8,0,0,0,0,0,4,17,32,6,No,0,0.87,0.71,0,No,No,No,Yes,No,No
1116541,2,8,0,0,0,0,0,0,0,0,1,No,0,0.43,0.46,0,Yes,No,No,Yes,No,No
1116542,5,8,0,50,50,50,3,7,15,23,0,No,0,0.97,0.99,0,No,No,No,Yes,No,No
1116543,0,2,0,108,108,108,0,0,0,0,6,No,0,0.8,0.91,0,Yes,No,No,Yes,No,No
1116544,6,8,0,0,0,0,0,0,1,1,1,No,0,1,0.99,0,No,No,No,Yes,No,No
1116545,2,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,Yes,No,Yes,Yes,No,No
1116546,2,9,0,0,0,0,0,0,0,1,2,No,0,0.69,0.68,0,Yes,No,No,Yes,No,No
1116547,38,2,0,0,0,0,1,1,1,1,3,No,0,0.31,0.11,0,No,No,No,Yes,No,No
1116548,15,9,0,0,0,0,0,0,0,0,1,No,0,0.69,0.68,0,No,No,Yes,Yes,No,No
1116549,8,2,0,0,0,0,0,0,0,1,0,No,0,0.16,0.44,0,Yes,No,No,Yes,No,No
1116550,35,9,0,0,0,0,0,0,0,0,0,No,0,0.94,0.91,0,No,No,No,Yes,No,No
1116551,29,8,0,16,32,48,2,17,36,56,0,No,0,0.61,0.62,0,No,No,No,Yes,No,No
1116552,31,8,0,0,0,0,0,0,2,5,1,No,0,0.92,0.79,0,No,No,Yes,Yes,No,No
1116553,5,8,0,0,0,0,0,0,0,0,0,No,0,0.9,0.92,0,No,No,No,Yes,No,No
1116554,32,8,0,0,0,0,0,0,0,0,0,No,0,0.65,0.81,0,Yes,No,No,Yes,No,No
1116555,463,8,7,162,324,486,81,283,543,828,65,No,0,0.69,0.59,0,No,No,Yes,Yes,No,No
1116556,47,2,0,0,0,0,1,4,6,6,1,No,0,0.96,0.94,0,No,No,No,Yes,No,No
1116557,69,8,0,0,0,0,0,0,1,2,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1116558,0,12,0,2,3,3,0,1,2,4,0,No,0,0.82,0.79,0,No,No,Yes,Yes,No,No
1116559,3,8,0,7,15,19,8,12,21,32,0,No,0,0.98,0.95,0,No,No,No,Yes,No,No
1116560,171,8,0,0,0,0,0,1,1,2,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1116561,2,10,0,0,0,1,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1116562,5,2,0,0,1,1,0,0,0,0,0,No,0,0.94,0.96,0,Yes,No,No,Yes,No,No
1116563,3,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1116564,79,8,2,40,80,100,10,40,79,158,27,No,0,0.93,0.93,0,No,No,No,Yes,No,No
1116565,42,2,0,0,0,0,0,3,3,6,0,No,0,0.95,0.95,0,Yes,No,No,Yes,No,No
1116566,0,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1116567,9,12,0,0,0,0,0,0,7,7,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1116568,3,9,0,0,0,0,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116569,28,2,0,0,0,0,1,5,7,8,0,No,0,1,0.95,0,No,No,No,Yes,No,No
1116570,4,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1116571,7,8,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1116572,33,8,24,37,51,86,18,40,94,132,27,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
1116573,63,9,0,0,0,0,0,1,2,2,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116574,20,12,2,0,0,0,0,0,0,0,1,No,0,0.63,0.63,0,Yes,No,No,Yes,No,No
1116575,0,12,0,4,7,7,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1116576,28,4,0,0,0,0,0,0,0,2,2,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1116577,3,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
1116578,29,9,15,41,81,113,15,49,83,119,12,No,0,0.91,0.74,0,No,No,Yes,Yes,No,No
1116579,5,8,0,0,0,0,1,1,1,1,1,No,0,0.98,0.9,0,No,No,No,Yes,No,No
1116580,18,9,0,0,0,0,0,0,0,0,0,No,0,0.85,0.83,0,No,No,No,Yes,No,No
1116581,11,8,1,20,40,70,3,21,37,56,1,No,0,1,0.94,0,No,No,No,Yes,No,No
1116582,6,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.94,0,No,No,No,Yes,No,No
1116583,63,8,0,0,0,0,0,0,0,0,0,No,0,0.75,0.74,0,No,No,No,Yes,No,No
1116584,14,12,0,0,0,0,1,2,3,4,0,No,0,0.93,0.88,0,No,No,Yes,No,No,No
1116585,0,8,0,0,0,0,0,0,0,0,0,No,0,0.93,0.92,0,No,No,No,Yes,No,No
1116586,3,12,0,0,0,0,0,0,0,0,0,No,0,0.73,0.69,0,No,No,No,Yes,No,No
1116587,137,2,0,0,0,0,1,2,2,4,1,No,0,0.97,0.96,0,No,No,No,Yes,No,No
1116588,91,8,0,0,0,0,5,19,50,70,7,No,0,0.97,0.95,0,No,No,No,Yes,No,No
1116589,13,12,0,0,0,0,0,0,0,0,1,No,0,0.63,0.63,0,Yes,No,No,Yes,No,No
1116590,1421,16,676,3288,6072,8856,392,2448,5419,6868,563,No,0,1,0.95,0,No,No,No,Yes,No,No
1116591,10,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
1116592,145,8,61,60,150,210,19,65,135,194,42,No,0,0.76,0.88,0,No,No,Yes,Yes,No,No
1116593,72,8,8,68,152,260,33,98,231,335,19,No,0,0.82,0.91,0,No,No,No,Yes,No,No
1116594,14940,12,0,0,0,0,0,0,0,1,1,No,0,0.82,0.79,0,No,No,Yes,Yes,No,No
1116595,56,9,0,73,145,217,21,76,146,210,30,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1116596,16,2,0,0,0,0,0,3,3,3,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1116597,781,8,321,1373,3578,5783,610,2303,4928,7257,490,No,0,0.93,0.91,0,No,No,No,Yes,No,No
1116598,4,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1116599,509,8,13,64,352,672,38,112,256,545,119,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1116600,22,8,0,0,0,0,0,1,2,2,0,No,0,0.62,0.78,0,No,No,No,Yes,No,No
1116601,131,52,0,0,0,0,0,0,0,0,0,No,0,0.89,0.89,0,Yes,No,Yes,Yes,No,No
1116602,24,9,0,0,0,0,0,1,1,1,1,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1116603,12,12,0,1,1,1,0,0,0,0,1,No,1,0.63,0.63,0,Yes,No,No,Yes,No,No
1116604,5,8,0,0,0,0,0,0,0,0,0,No,0,1,1,0,No,No,No,Yes,No,No
1116605,9,12,0,0,0,0,0,0,0,0,0,No,0,0.98,0.96,0,Yes,No,No,Yes,No,No
1116606,2,8,0,0,0,0,0,0,0,0,0,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1116607,32,8,0,0,0,0,0,3,11,19,0,No,0,0.99,0.98,0,Yes,No,No,Yes,No,No
1116608,0,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,Yes,No,Yes,Yes,No,No
1116609,3,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1116610,-1,0,0,26,36,51,8,18,42,52,1,No,0,0,0,1,No,No,No,No,No,Yes
1116611,4,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,Yes,No,No,Yes,No,No
1116612,3,8,0,0,0,0,0,0,0,0,0,No,0,0.88,0.88,0,Yes,No,No,Yes,No,No
1116613,0,8,6,0,0,0,0,2,3,3,1,No,0,0.74,0.76,0,No,No,No,Yes,No,No
1116614,19,2,0,0,0,0,0,1,1,1,0,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
1116615,96,8,295,175,625,925,43,315,869,1193,113,No,0,0.68,0.81,0,No,No,No,Yes,No,No
1116616,1,8,0,3,5,7,0,1,4,5,0,No,0,0.63,0.64,0,No,No,Yes,Yes,No,No
1116617,602,8,2920,0,305,720,368,1258,2781,4289,308,No,0,-99,-99,0,No,No,No,Yes,No,No
1116618,22,2,0,0,0,0,0,0,0,0,0,No,0,1,0.87,0,No,No,No,Yes,No,No
1116619,768,8,0,0,0,0,28,246,402,1190,54,No,0,0.9,0.94,0,No,No,No,Yes,No,No
1116620,6,9,0,0,0,0,0,0,0,0,2,No,0,0.34,0.41,0,No,No,No,Yes,No,No
1116621,12,12,0,0,0,0,0,0,0,2,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1116622,30,2,0,0,0,0,1,1,2,5,0,No,0,0.79,0.83,0,No,No,No,Yes,No,No
1116623,11,4,0,0,0,0,0,0,7,7,0,No,0,0.62,0.73,0,Yes,No,No,Yes,No,No
1116624,47,8,4,40,80,120,10,39,77,120,20,No,0,0.95,0.9,0,No,No,No,Yes,No,No
1116625,13,2,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,No,No,No,Yes,No,No
1116626,1,8,0,0,0,0,0,0,0,0,2,No,0,0.96,0.97,0,No,No,No,Yes,No,No
1116627,16,8,0,0,0,0,3,7,12,19,0,No,0,0.48,0.53,0,No,No,No,Yes,No,No
1116628,22,8,0,0,0,0,0,0,0,1,0,No,0,0.6,0.43,0,No,No,No,Yes,No,No
1116629,22,9,0,0,0,0,0,0,0,0,1,No,0,0.91,0.74,0,Yes,No,No,Yes,No,No
1116630,2,2,0,0,0,0,0,0,0,1,0,No,0,0.46,0.35,0,Yes,No,No,Yes,No,No
1116631,29,2,0,0,0,0,0,4,11,13,2,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
1116632,15,4,0,0,0,0,0,1,4,6,2,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1116633,4925,52,0,0,0,0,0,0,5,5,0,No,0,0.96,0.86,0,Yes,No,No,No,No,No
1116634,39,8,4,14,37,64,16,39,85,112,16,No,0,0.96,0.94,0,No,No,No,Yes,No,No
1116635,97,8,0,12,36,84,9,32,135,206,2,No,0,0.36,0.19,0,No,No,Yes,Yes,No,No
1116636,13,2,0,0,0,0,0,2,4,4,0,No,0,0.47,0.39,0,Yes,No,No,Yes,No,No
1116637,1919,2,0,0,0,0,1,14,29,51,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116638,13,2,0,0,0,0,0,0,0,0,1,No,0,1,0.99,0,Yes,No,No,Yes,No,No
1116639,5,12,0,765,1030,1030,195,424,781,1025,45,No,0,0,0.02,0,No,No,No,Yes,No,No
1116640,24,2,0,0,0,0,1,1,9,13,0,No,0,0.74,0.55,0,Yes,No,Yes,Yes,No,No
1116641,2,9,0,0,0,0,0,0,0,0,0,No,0,0.98,0.9,0,Yes,No,No,Yes,No,No
1116642,19,8,0,0,0,0,0,0,0,0,0,No,0,0.19,0.16,0,No,No,No,Yes,No,No
1116643,6,8,0,0,0,2,0,2,4,6,0,No,0,0.93,0.96,0,No,No,No,Yes,No,No
1116644,98,8,0,0,0,0,14,51,83,89,5,No,0,0.93,0.86,0,No,No,Yes,Yes,No,No
1116645,125,4,0,0,0,0,0,0,4,4,2,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1116646,4,2,2,0,0,0,0,0,0,0,0,No,0,0.96,0.94,0,Yes,No,No,Yes,No,No
1116647,6,8,0,0,0,0,1,1,2,2,1,No,0,0.84,0.78,0,No,No,No,Yes,No,No
1116648,2,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1116649,7,8,0,0,0,0,3,5,10,15,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116650,2,8,0,0,0,0,0,1,1,1,1,No,0,0.15,0.34,0,No,No,No,Yes,No,No
1116651,5,8,0,0,0,0,0,0,2,2,1,No,0,0.8,0.88,0,Yes,No,No,Yes,No,No
1116652,0,9,0,4,6,8,0,3,3,5,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116653,3,8,0,3,7,10,3,6,13,19,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1116654,19,12,0,59,113,171,17,48,108,155,14,No,4,0.82,0.79,0,No,No,No,Yes,No,No
1116655,135,8,17,400,400,400,43,147,271,430,47,No,0,0.99,0.9,0,No,No,No,Yes,No,No
1116656,65,2,34,113,253,367,53,141,258,426,28,No,0,0.48,0.53,0,No,No,No,Yes,No,No
1116657,1,8,0,0,0,0,1,3,3,5,2,No,0,0.43,0.46,0,Yes,No,No,Yes,No,No
1116658,203,8,102,50,50,100,11,54,95,147,31,No,0,0.03,0.15,0,No,No,No,Yes,No,No
1116659,273,8,0,0,200,200,14,89,213,295,54,No,0,0.99,0.95,0,No,No,No,Yes,No,No
1116660,292,8,0,0,0,0,0,0,0,0,0,No,0,0.9,0.92,0,No,No,No,Yes,No,No
1116661,22,12,0,0,0,0,0,0,0,1,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1116662,11,2,0,0,0,0,0,0,0,2,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1116663,2,16,0,0,0,0,0,0,0,0,1,No,0,0.44,0.46,0,No,No,No,Yes,No,No
1116664,4,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1116665,2,9,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1116666,192,8,0,0,0,0,0,0,5,5,1,No,0,0.82,0.78,0,No,No,No,Yes,No,No
1116667,14216,2,3500,5250,10500,17500,3041,8364,15972,25321,3808,No,0,0.99,0.97,0,No,No,No,Yes,No,No
1116668,83,8,1,0,0,0,3,22,38,62,15,No,0,0.87,0.71,0,No,No,Yes,Yes,No,No
1116669,19,21,0,0,0,0,0,5,6,10,2,No,0,0.69,0.81,0,No,No,No,Yes,No,No
1116670,6,8,0,0,0,0,0,0,1,1,1,No,0,0.97,0.98,0,No,No,No,Yes,No,No
1116671,0,10,0,1,2,2,2,2,3,3,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
1116672,43,8,4,28,64,97,12,39,82,145,22,No,0,0.95,0.97,0,No,No,No,Yes,No,No
1116673,3,2,0,9,9,9,0,0,0,0,0,No,0,0.81,0.83,0,Yes,No,No,Yes,No,No
1116674,10,12,0,5,11,19,4,9,17,27,0,No,0,0.69,0.68,0,No,No,Yes,Yes,No,No
1116675,320,2,20,0,112,336,83,213,322,387,57,No,0,0.92,0.79,0,No,No,No,Yes,No,No
1116676,416,8,3,0,0,0,31,180,232,292,54,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116677,26,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,Yes,No,No,Yes,No,No
1116678,51,2,0,0,50,50,2,11,39,56,5,No,0,0.81,0.83,0,No,No,No,Yes,No,No
1116679,13,8,0,0,0,0,0,0,0,0,0,No,0,0.6,0.43,0,No,No,No,Yes,No,No
1116680,52,52,0,0,0,0,3,15,24,37,4,No,0,1,0.99,0,Yes,No,No,Yes,No,No
1116681,3,4,1,2,4,7,0,0,7,7,0,No,1,0.62,0.73,0,No,No,No,Yes,No,No
1116682,11,8,0,0,0,0,0,6,8,11,0,No,0,0.98,0.95,0,No,No,No,Yes,No,No
1116683,1,8,1,4,8,11,1,4,9,10,0,No,0,0.99,0.94,0,No,No,No,Yes,No,No
1116684,69,8,1,96,192,288,28,79,132,223,28,No,0,0.99,0.98,0,No,No,Yes,Yes,No,No
1116685,27,8,0,12,27,47,7,28,57,79,15,No,0,0.76,0.69,0,No,No,No,Yes,No,No
1116686,120,2,0,0,0,0,1,4,19,19,1,No,0,0.58,0.68,0,No,No,No,Yes,No,No
1116687,0,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.96,0,No,No,No,Yes,No,No
1116688,40,2,0,0,0,0,5,5,8,9,0,No,0,1,1,0,Yes,No,No,Yes,No,No
1116689,1562,8,0,0,0,0,19,77,128,201,22,No,0,0.64,0.67,0,No,No,Yes,Yes,No,No
1116690,31,8,0,0,0,0,0,1,1,1,0,No,0,0.87,0.89,0,No,No,No,Yes,No,No
1116691,2012,8,2652,3720,6030,8040,1020,2750,5282,7969,897,No,0,0.95,0.83,0,No,No,No,Yes,No,No
1116692,82,8,0,0,0,0,2,10,21,34,0,No,0,0.98,0.92,0,No,No,No,Yes,No,No
1116693,5485,8,0,0,0,0,18,37,87,119,1,No,0,0.98,0.91,0,No,No,No,Yes,No,No
1116694,11,4,0,0,0,0,0,0,0,0,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1116695,89,8,0,0,0,0,0,0,0,0,2,No,0,0.79,0.78,0,No,No,Yes,Yes,No,No
1116696,120,8,28,56,140,252,18,85,186,282,39,No,0,0.96,0.83,0,No,No,No,Yes,No,No
1116697,17,4,0,0,0,0,0,1,1,2,0,No,0,0.77,0.8,0,No,No,No,Yes,No,No
1116698,2,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,Yes,Yes,No,No
1116699,15,8,0,0,11,11,3,11,25,46,4,No,0,0.95,0.97,0,No,No,No,Yes,No,No
1116700,99,12,0,0,0,0,0,0,0,0,0,No,0,0.96,0.86,0,No,No,No,Yes,No,No
1116701,10,8,0,0,0,0,1,1,1,1,0,No,0,0.48,0.39,0,No,No,No,Yes,No,No
1116702,34,8,0,0,0,0,2,3,13,15,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116703,0,2,0,0,0,0,0,0,0,0,0,No,0,0.96,0.94,0,No,No,No,Yes,No,Yes
1116704,5,2,0,0,0,0,0,0,0,0,0,No,0,0.31,0.11,0,No,No,No,Yes,No,No
1116705,21,2,0,0,0,0,0,0,4,4,3,No,0,0.96,0.94,0,Yes,No,No,Yes,No,No
1116706,0,8,0,0,0,0,0,0,0,0,1,No,0,0.98,0.95,0,No,No,Yes,Yes,No,No
1116707,0,4,7,0,0,0,0,0,0,0,0,No,0,0.77,0.8,0,Yes,No,No,Yes,No,No
1116708,65,8,2,0,0,1,6,17,31,67,7,No,0,1,1,0,No,No,No,Yes,No,No
1116709,2,8,0,7,10,17,1,8,13,18,5,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1116710,27,8,0,0,0,0,1,5,9,11,2,No,0,0.98,0.96,0,No,No,No,Yes,No,No
1116711,120,52,0,0,0,0,0,0,0,0,0,No,0,0.52,0.53,0,Yes,No,No,No,No,No
1116712,170,8,11,78,126,211,48,110,196,313,55,No,0,0.98,0.99,0,No,No,No,Yes,No,No
1116713,0,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,Yes,Yes,No,No
1116714,19,8,0,0,0,0,1,7,9,16,0,No,0,0.95,0.98,0,No,No,No,Yes,No,No
1116715,12,2,0,0,0,0,0,0,0,0,0,No,0,0.8,0.68,0,No,No,Yes,Yes,No,No
1116716,6,2,0,0,0,0,0,0,0,0,0,No,0,0.7,0.64,0,Yes,No,No,Yes,No,No
1116717,12,2,0,0,12,12,4,15,20,24,0,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1116718,13,12,0,0,0,0,0,0,0,0,1,No,0,0.63,0.63,0,Yes,No,No,Yes,No,No
1116719,29,8,0,0,0,0,68,79,97,119,6,No,0,1,1,0,No,No,No,Yes,No,No
1116720,115,8,0,0,0,0,0,6,81,114,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1116721,2,9,0,0,0,0,0,0,0,0,0,No,0,0.69,0.68,0,No,No,Yes,Yes,No,No
1116722,714,8,0,0,0,0,1,7,19,27,3,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1116723,8,9,0,24,24,24,2,2,2,2,0,No,0,0.91,0.74,0,Yes,No,No,Yes,No,No
1116724,6,12,0,0,3,6,0,1,4,10,1,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1116725,0,2,0,4,7,7,0,0,0,0,0,No,3,0.82,0.79,0,Yes,No,No,Yes,No,No
1116726,43,8,10,212,410,590,74,231,467,713,27,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1116727,23,2,0,13,13,13,17,19,28,44,0,No,0,0.62,0.78,0,No,No,No,Yes,No,No
1116728,875,3,0,0,0,0,3,9,23,42,2,No,0,0.42,0.46,0,No,No,No,Yes,No,No
1116729,8,2,0,14,28,42,4,15,31,45,2,No,0,0.79,0.78,0,No,No,No,Yes,No,No
1116730,155,12,0,0,0,0,0,0,0,0,0,No,0,0.93,0.88,0,No,No,No,Yes,No,No
1116731,8,8,0,0,0,0,1,1,1,1,0,No,0,0.93,0.97,0,No,No,No,Yes,No,No
1116732,3,9,0,0,0,0,0,0,0,0,1,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1116733,15,0,0,0,0,0,0,0,3,4,1,No,0,0,0,0,No,No,No,No,No,No
1116734,3,3,0,167,257,347,32,97,176,181,40,No,0,0.42,0.46,0,No,No,No,Yes,No,Yes
1116735,28,8,0,0,0,0,0,1,1,2,0,No,0,0.85,0.87,0,No,No,Yes,Yes,No,No
1116736,113,8,43,211,420,610,80,186,376,587,45,No,0,0.82,0.78,0,No,No,No,Yes,No,No
1116737,14,8,0,0,0,0,1,1,1,1,2,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1116738,0,8,0,0,0,0,0,0,0,0,0,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1116739,26,8,0,0,0,24,3,10,19,27,0,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1116740,13,3,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1116741,449,8,2,2000,2000,2000,138,479,948,1556,185,No,0,0.97,0.87,0,No,No,No,Yes,No,No
1116742,25,2,0,0,25,25,0,0,0,0,0,No,0,0.67,0.61,0,No,No,No,Yes,No,No
1116743,3,8,0,0,0,0,0,0,0,1,0,No,0,0.98,0.95,0,No,No,No,Yes,No,No
1116744,0,8,0,2,3,4,0,2,2,2,0,No,0,0.95,0.97,0,No,No,Yes,Yes,No,No
1116745,4,12,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,No,No,No,Yes,No,No
